"","PID","condition","block","effort_choice","effort_choice_RT","Switch","TS_correct","TS_RT","Session"
"140",1,"control",2,1,0.410342507297173,FALSE,1,0.744596772128716,1
"141",1,"control",2,1,0.351058283471502,FALSE,1,0.503132960759103,1
"142",1,"control",2,1,0.355564347351901,FALSE,1,0.795243025873788,1
"143",1,"control",2,1,0.396112390211783,FALSE,1,0.57006735377945,1
"144",1,"control",2,1,0.339346809661947,FALSE,1,1.39641874528024,1
"145",1,"control",3,0,0.49945794348605,TRUE,1,2.30059055541642,1
"146",1,"control",3,1,1.21176032500807,FALSE,1,0.83223081799224,1
"147",1,"control",3,1,0.409022225649096,FALSE,1,1.12810174201149,1
"148",1,"control",3,0,0.486256370786577,TRUE,1,1.80164569220506,1
"149",1,"control",3,0,0.349404587992467,TRUE,1,1.64612366468646,1
"150",1,"control",3,0,0.315973936230876,TRUE,0,0.925275686080568,1
"151",1,"control",3,0,0.44471679488197,TRUE,1,1.96818250790238,1
"152",1,"control",3,0,0.483241027919576,TRUE,1,3.10906387120485,1
"153",1,"control",3,1,0.529005194199272,FALSE,1,4.5701995374402,1
"154",1,"control",3,1,0.330190057517029,FALSE,1,0.99608321650885,1
"155",1,"control",3,1,0.280195080558769,FALSE,1,0.830714904470369,1
"156",1,"control",3,1,0.334069415228441,FALSE,1,0.527798434952274,1
"157",1,"control",3,1,0.290165773010813,FALSE,1,0.636705033364706,1
"158",1,"control",3,1,0.341193337808363,FALSE,1,0.677732047624886,1
"159",1,"control",3,1,0.281399973668158,FALSE,1,0.516478535719216,1
"160",1,"control",3,1,0.301891242736019,FALSE,1,0.648627690039575,1
"161",1,"control",3,1,0.340128092910163,FALSE,1,0.709291289444081,1
"162",1,"control",3,1,0.314907447318546,FALSE,1,0.460494549595751,1
"163",1,"control",3,1,0.333153148996644,FALSE,1,0.438095792196691,1
"164",1,"control",3,1,0.332993906689808,FALSE,1,0.525904009584337,1
"165",1,"control",3,1,0.308551745023578,FALSE,1,0.734639453468844,1
"166",1,"control",3,1,0.249889873084612,FALSE,1,0.687021605437621,1
"167",1,"control",3,1,0.247939774999395,FALSE,1,0.500851936987601,1
"168",1,"control",3,1,0.296626289142296,FALSE,1,0.516951286816038,1
"169",1,"control",3,1,0.308746132883243,FALSE,1,1.02253208181355,1
"170",1,"control",3,1,0.321900430251844,FALSE,1,3.80382532323711,1
"171",1,"control",3,1,0.328205436235294,FALSE,0,0.986731143551879,1
"172",1,"control",3,1,0.28642419737298,FALSE,1,0.586616750224493,1
"173",1,"control",3,1,0.971084639313631,FALSE,1,0.59408839372918,1
"174",1,"control",3,1,0.288441475830041,FALSE,1,0.556765943649225,1
"175",1,"control",3,1,0.613997432636097,FALSE,1,0.628063331125304,1
"176",1,"control",3,1,0.37982922710944,FALSE,1,0.803186487290077,1
"177",1,"control",3,1,0.325636718655005,FALSE,1,1.56024128571153,1
"178",1,"control",3,1,0.229598278994672,FALSE,1,0.796818655333482,1
"179",1,"control",3,1,0.267193804960698,FALSE,1,0.560320595861413,1
"180",1,"control",3,1,0.247998557868414,FALSE,1,0.572937139077112,1
"181",1,"control",3,1,0.282476415275596,FALSE,1,0.851913434104063,1
"182",1,"control",3,1,0.395126766408794,FALSE,1,0.682328929426149,1
"183",1,"control",3,1,0.341002371278591,FALSE,1,0.694482674240135,1
"184",1,"control",3,1,0.835526701412164,FALSE,1,0.672223253990524,1
"185",1,"control",3,1,0.199979804572649,FALSE,1,0.471395193249919,1
"186",1,"control",3,1,0.0174201501067728,FALSE,1,0.752812065300532,1
"187",1,"control",3,1,0.234820311889052,FALSE,1,0.641264903591946,1
"188",1,"control",3,1,0.296660812455229,FALSE,1,1.32426605164073,1
"189",1,"control",3,1,0.0825559120858088,FALSE,1,0.655187110533006,1
"190",1,"control",3,1,0.341212621191517,FALSE,1,0.621881800238043,1
"191",1,"control",3,1,0.296565951197408,TRUE,0,0.563662510365248,1
"192",1,"control",3,1,0.0712329028174281,TRUE,1,0.523569801356643,1
"193",1,"control",3,1,0.260011099511757,FALSE,1,0.559723747777753,1
"194",1,"control",3,1,0.281230778549798,FALSE,1,0.548033112310804,1
"195",1,"control",3,1,0.253729731077328,FALSE,1,0.491848206962459,1
"196",1,"control",3,1,0.293529458926059,FALSE,1,0.897100035450421,1
"197",1,"control",3,1,0.311552158906125,FALSE,1,0.825197713333182,1
"198",1,"control",3,1,0.28241390013136,FALSE,1,0.50845763029065,1
"199",1,"control",3,1,0.983446767902933,FALSE,1,0.548303700052202,1
"200",1,"control",3,1,0.282378443866037,FALSE,1,0.549317004624754,1
"201",1,"control",3,1,0.31072017934639,FALSE,1,0.616654479992576,1
"202",1,"control",3,1,0.0560028549516574,FALSE,1,0.836518545518629,1
"203",1,"control",3,1,0.363474218524061,FALSE,1,0.459279392845929,1
"204",1,"control",3,1,0.580587930395268,FALSE,1,0.749065513373353,1
"205",1,"control",3,1,0.340093880658969,FALSE,1,0.605853985063732,1
"206",1,"control",3,1,0.235677484073676,FALSE,1,0.56996285088826,1
"207",1,"control",3,1,0.239918558509089,FALSE,1,0.806460910360329,1
"208",1,"control",3,1,0.37778737815097,FALSE,0,1.80995180353057,1
"209",1,"control",3,1,0.353158293291926,FALSE,1,0.697005671914667,1
"210",1,"control",3,1,0.28824957634788,FALSE,1,2.10812272352632,1
"211",1,"control",3,1,0.277077722828835,FALSE,1,0.416824794840068,1
"212",1,"control",3,1,0.262171447277069,FALSE,1,0.451105465297587,1
"213",1,"control",3,1,0.297644881065935,FALSE,1,0.590286791091785,1
"214",1,"control",3,1,0.254641331965104,FALSE,0,0.843732042005286,1
"215",1,"control",3,1,0.326064682682045,FALSE,1,0.464570472249761,1
"216",1,"control",3,1,0.663691030931659,FALSE,1,0.586742402403615,1
"217",1,"control",3,1,0.194944384042174,FALSE,1,0.802521214587614,1
"218",1,"control",3,1,0.418763074092567,FALSE,1,0.727699965820648,1
"219",1,"control",3,1,0.290407435852103,FALSE,1,0.517064498271793,1
"220",1,"control",4,0,0.324106498272158,TRUE,1,1.90982450277079,1
"221",1,"control",4,0,0.319506506202742,TRUE,0,1.91404722700827,1
"222",1,"control",4,1,0.372794878436252,FALSE,0,2.25922577292658,1
"223",1,"control",4,1,0.0682573703816161,FALSE,1,0.968047525035217,1
"224",1,"control",4,1,0.371649079257622,FALSE,0,0.643225265317596,1
"225",1,"control",4,1,0.0398857769323513,FALSE,0,0.638918565586209,1
"226",1,"control",4,1,0.277453124523163,FALSE,0,2.19266304932535,1
"227",1,"control",4,1,0.814791903248988,FALSE,0,1.00470563548151,1
"228",1,"control",4,1,0.249038610141724,FALSE,0,0.701066976529546,1
"229",1,"control",4,1,0.378572393790819,FALSE,0,0.634048918960616,1
"230",1,"control",4,1,0.314609800698236,FALSE,0,0.516761875362135,1
"231",1,"control",4,1,0.223529026610777,FALSE,0,0.940206221188419,1
"232",1,"control",4,0,0.0884307767264545,TRUE,1,1.20380722195841,1
"233",1,"control",4,0,0.34197399916593,TRUE,0,2.43084932747297,1
"234",1,"control",4,0,0.45892171934247,TRUE,1,1.11819636379369,1
"235",1,"control",4,0,0.130301278433762,TRUE,0,1.68386972451117,1
"236",1,"control",4,0,0.583735768101178,TRUE,0,2.74223394994624,1
"237",1,"control",4,1,0.353806459927,FALSE,1,1.69860120653175,1
"238",1,"control",4,1,0.325693635386415,FALSE,1,0.488032297464088,1
"239",1,"control",4,1,0.294671214884147,FALSE,1,0.931324100238271,1
"240",1,"control",4,1,0.284160901792347,FALSE,1,0.583802326465957,1
"241",1,"control",4,1,0.400230611441657,FALSE,1,0.847110967850313,1
"242",1,"control",4,1,0.29221975186374,FALSE,1,0.742438290384598,1
"243",1,"control",4,1,0.336112508317456,FALSE,1,0.777505842386745,1
"244",1,"control",4,1,0.0529442800907418,FALSE,1,0.584917023545131,1
"245",1,"control",4,1,0.261773030157201,FALSE,1,0.497968777664937,1
"246",1,"control",4,1,0.278060858370736,FALSE,1,0.4498265493894,1
"247",1,"control",4,1,0.268063107039779,FALSE,1,0.479367579566315,1
"248",1,"control",4,1,0.285219304263592,FALSE,1,0.664319603121839,1
"249",1,"control",4,1,0.401288391905837,FALSE,1,0.574513701722026,1
"250",1,"control",4,1,0.301669485168532,FALSE,1,0.518551797955297,1
"251",1,"control",4,1,0.312768870848231,FALSE,1,0.588295327383094,1
"252",1,"control",4,1,0.331110055907629,FALSE,1,0.500927514978684,1
"253",1,"control",4,1,0.410459762089886,FALSE,1,0.553726029931568,1
"254",1,"control",4,1,0.216309309587814,FALSE,1,0.950489800423384,1
"255",1,"control",4,1,0.299232640187256,FALSE,1,0.478732475894503,1
"256",1,"control",4,1,0.288212564773858,FALSE,1,0.667185967322439,1
"257",1,"control",4,1,0.422481323126704,FALSE,1,0.500766717363149,1
"258",1,"control",4,1,1.25405847968068,TRUE,0,3.32947408861946,1
"259",1,"control",4,1,0.362660900107585,TRUE,1,0.890294286655262,1
"260",1,"control",4,1,0.969155690749176,FALSE,1,0.631222054362297,1
"261",1,"control",4,1,2.58323315903544,FALSE,1,1.04215964721516,1
"262",1,"control",4,1,0.365122626768425,FALSE,1,0.573573486879468,1
"263",1,"control",4,1,0.464263183996081,FALSE,1,0.603785699233413,1
"264",1,"control",4,1,0.294525346253067,FALSE,1,0.697659125784412,1
"265",1,"control",4,1,0.354213896556757,FALSE,1,0.586902888957411,1
"266",1,"control",4,1,0.517213477054611,FALSE,1,0.695310610579327,1
"267",1,"control",4,1,0.304338973481208,TRUE,0,1.65136187057942,1
"268",1,"control",4,1,0.636548901093192,FALSE,0,4.86631025827955,1
"269",1,"control",4,1,0.364500274881721,FALSE,0,0.620808157720603,1
"270",1,"control",4,1,0.306599780917168,FALSE,0,0.891958867898211,1
"271",1,"control",4,1,0.328913318808191,FALSE,0,1.09065115160774,1
"272",1,"control",4,1,0.294178869575262,FALSE,0,0.545453198021278,1
"273",1,"control",4,1,0.363488214439712,FALSE,0,1.0357625791803,1
"274",1,"control",4,1,0.360466651036404,FALSE,0,0.754072320181876,1
"275",1,"control",4,1,0.375181027106009,TRUE,1,0.886538404156454,1
"276",1,"control",4,1,0.377750988816842,FALSE,1,0.72173179499805,1
"277",1,"control",4,1,0.3564212085912,FALSE,1,0.667777528171428,1
"278",1,"control",4,1,0.308797140140086,FALSE,1,0.50310652400367,1
"279",1,"control",4,1,0.341342938714661,FALSE,1,0.502884455374442,1
"280",1,"control",4,1,0.316809648182243,FALSE,1,0.853464181884192,1
"281",1,"control",4,1,0.339983157347888,TRUE,0,1.39747714775149,1
"282",1,"control",4,1,0.226563963806257,FALSE,0,0.849480010336265,1
"283",1,"control",4,1,0.352080607553944,FALSE,0,1.04142812720966,1
"284",1,"control",4,1,0.312458472442813,TRUE,1,0.827190421172418,1
"285",1,"control",4,1,0.285479317419231,FALSE,1,1.44858526682947,1
"286",1,"control",4,1,0.284120780183002,FALSE,1,0.703960710437968,1
"287",1,"control",4,1,0.304706288618036,FALSE,1,0.507328626117669,1
"288",1,"control",4,1,0.408936694962904,FALSE,1,0.550865575205535,1
"289",1,"control",4,1,0.122130772098899,FALSE,1,0.64448645315133,1
"290",1,"control",4,1,0.778518214006908,FALSE,1,0.56023662048392,1
"291",1,"stress",1,0,0.530088021390839,FALSE,1,2.13879808870843,2
"292",1,"stress",1,1,0.63020739107742,FALSE,1,0.898786668054527,2
"293",1,"stress",1,1,0.39787382283248,FALSE,1,0.732043594005518,2
"294",1,"stress",1,1,0.387432864168659,FALSE,1,1.48250499292044,2
"295",1,"stress",1,1,0.535425133421086,FALSE,1,0.815885083022295,2
"296",1,"stress",1,1,0.337775328836869,FALSE,1,1.36378970669466,2
"297",1,"stress",1,0,0.326638617290882,FALSE,1,2.04834088232019,2
"298",1,"stress",1,0,0.339735069108428,TRUE,1,0.94037881938857,2
"299",1,"stress",1,0,0.323432928853435,TRUE,1,2.548976608261,2
"300",1,"stress",1,1,0.385136910714209,FALSE,1,1.08090815140167,2
"301",1,"stress",1,1,0.351227588107577,FALSE,1,0.719077148765791,2
"302",1,"stress",1,1,0.41461947830976,FALSE,1,0.636826840694994,2
"303",1,"stress",1,1,0.324358214886161,FALSE,1,1.35057537813555,2
"304",1,"stress",1,1,0.311148240580224,FALSE,1,0.760878616885748,2
"305",1,"stress",1,1,0.439098969945917,FALSE,1,0.539702287554974,2
"306",1,"stress",1,1,0.378383722301805,FALSE,1,0.658844293910079,2
"307",1,"stress",1,1,0.350782828783849,FALSE,1,0.879681921942392,2
"308",1,"stress",1,1,0.331533458142076,FALSE,1,0.653008927038172,2
"309",1,"stress",1,1,0.270814478222746,FALSE,1,0.658182753279107,2
"310",1,"stress",1,1,0.325580836535664,FALSE,1,0.639118439838057,2
"311",1,"stress",1,1,0.315509370237123,FALSE,1,0.830393879004987,2
"312",1,"stress",1,1,0.246404344186885,FALSE,1,0.7395485190209,2
"313",1,"stress",1,1,0.269706001126906,FALSE,1,1.25870054023108,2
"314",1,"stress",1,1,0.39743124062079,FALSE,1,0.564207282848656,2
"315",1,"stress",1,1,0.281838600349147,FALSE,1,0.500866711023264,2
"316",1,"stress",1,1,0.24235579019296,FALSE,1,0.567965965747135,2
"317",1,"stress",1,1,0.326535358501133,FALSE,1,0.568900582380593,2
"318",1,"stress",1,1,0.335577346850187,FALSE,1,0.513269276096253,2
"319",1,"stress",1,1,0.207061804248951,FALSE,1,0.860644356260309,2
"320",1,"stress",1,1,0.288537671236554,FALSE,1,0.660393798112636,2
"321",1,"stress",1,1,0.358156503149075,FALSE,1,0.581970908504445,2
"322",1,"stress",1,1,0.404524996527471,FALSE,1,1.41094414892723,2
"323",1,"stress",1,1,0.301259965373902,FALSE,1,0.657041307975305,2
"324",1,"stress",1,1,0.431062821910018,FALSE,1,0.516149326023879,2
"325",1,"stress",1,1,0.284130821557483,FALSE,1,0.438262946816394,2
"326",1,"stress",1,1,0.341731820808491,FALSE,1,0.623139760922641,2
"327",1,"stress",1,1,0.338502805825556,TRUE,1,1.48356277367566,2
"328",1,"stress",1,1,0.317477508040611,FALSE,1,2.10457214721828,2
"329",1,"stress",1,1,0.274675486900378,FALSE,1,1.28701024950715,2
"330",1,"stress",1,1,0.311320234904997,FALSE,1,0.649764361034613,2
"331",1,"stress",1,1,0.254831756057683,FALSE,1,0.635773414222058,2
"332",1,"stress",1,1,0.416756811289815,FALSE,1,0.470021873567021,2
"333",1,"stress",1,1,0.351783381804125,FALSE,1,0.736032121058088,2
"334",1,"stress",1,1,0.344782932050293,FALSE,1,0.578355917066801,2
"335",1,"stress",1,1,0.294262314797379,TRUE,1,1.7534172347514,2
"336",1,"stress",1,1,0.313450414425461,FALSE,1,1.45198610494845,2
"337",1,"stress",1,1,0.303253917896654,FALSE,1,2.12257494765799,2
"338",1,"stress",1,1,0.309343388536945,FALSE,0,0.615818026970373,2
"339",1,"stress",1,1,0.324525543896016,FALSE,1,0.581699076574296,2
"340",1,"stress",1,1,0.400635996018536,FALSE,1,0.702703162765829,2
"341",1,"stress",1,1,0.353721350606065,FALSE,1,0.474091888027033,2
"342",1,"stress",1,1,0.54252262157388,FALSE,1,0.471584440645529,2
"343",1,"stress",1,1,0.314501974789891,FALSE,1,0.470280642621219,2
"344",1,"stress",1,1,1.04918530303985,FALSE,1,0.54882296413416,2
"345",1,"stress",1,1,0.384055492409971,FALSE,1,0.663227506011026,2
"346",1,"stress",1,1,0.330370863463031,FALSE,1,0.940138711535838,2
"347",1,"stress",1,1,0.3498951762449,TRUE,1,1.35872224945342,2
"348",1,"stress",1,1,0.292012081394205,FALSE,1,0.776558094075881,2
"349",1,"stress",1,1,0.274801761232084,FALSE,1,2.82197330959025,2
"350",1,"stress",1,1,0.269811437086901,FALSE,1,0.546177112613805,2
"351",1,"stress",1,1,0.266978040192043,FALSE,1,0.663081326376414,2
"352",1,"stress",1,1,0.232258198142517,FALSE,1,0.637787583051249,2
"353",1,"stress",1,1,0.289025351405144,FALSE,1,0.499782182479976,2
"354",1,"stress",1,1,0.424144792603329,FALSE,1,0.709727250039577,2
"355",1,"stress",1,1,0.25450580654433,FALSE,1,0.443349065259099,2
"356",1,"stress",1,1,0.459972800745163,FALSE,1,0.457370492105838,2
"357",1,"stress",1,1,0.430748380167643,FALSE,1,0.404546145902714,2
"358",1,"stress",1,1,0.39060496239108,FALSE,1,0.80628792301286,2
"359",1,"stress",1,1,0.121909052744741,FALSE,1,0.684161363780731,2
"360",1,"stress",1,1,0.106836687598843,FALSE,1,0.94199239378213,2
"361",1,"stress",1,1,0.29191846420872,TRUE,1,1.22340344410622,2
"362",1,"stress",1,1,0.37240062066121,FALSE,1,0.636853899457492,2
"363",1,"stress",1,1,0.276888086867984,FALSE,1,0.544580955320271,2
"364",1,"stress",1,1,0.260733059287304,FALSE,1,0.457581052993191,2
"365",1,"stress",1,1,0.358935609547189,FALSE,1,0.503451913536992,2
"366",1,"stress",2,1,0.491891903075157,FALSE,0,1.82297510665376,2
"367",1,"stress",2,1,0.253547241329215,FALSE,1,1.03399910437292,2
"368",1,"stress",2,1,0.350067170598777,FALSE,1,0.863776954851346,2
"369",1,"stress",2,1,0.290991623071022,FALSE,1,0.646180160605581,2
"370",1,"stress",2,1,0.280989825376309,FALSE,1,0.677236803050619,2
"371",1,"stress",2,1,0.551886205154005,FALSE,1,0.808638927061111,2
"372",1,"stress",2,1,0.290935639408417,FALSE,1,0.829276382253738,2
