"HAGRID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Common.name","Maximum.longevity.yrs","Body.mass.g","Metabolic.rate","Temperature"
1124,"Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Tachybaptus","ruficollis","Little grebe",17.5,NA,NA,NA
1125,"Animalia","Chordata","Aves","Procellariiformes","Diomedeidae","Diomedea","epomophora","Royal albatross",58,NA,NA,NA
1126,"Animalia","Chordata","Aves","Procellariiformes","Diomedeidae","Diomedea","exulans","Wandering albatross",50,8130,20.3649,NA
1127,"Animalia","Chordata","Aves","Procellariiformes","Diomedeidae","Phoebastria","albatrus","Short-tailed albatross",NA,NA,NA,NA
1128,"Animalia","Chordata","Aves","Procellariiformes","Diomedeidae","Phoebastria","immutabilis","Laysan albatross",65,2522,7.462,NA
1129,"Animalia","Chordata","Aves","Procellariiformes","Diomedeidae","Phoebastria","irrorata","Waved albatross",40,NA,NA,NA
1130,"Animalia","Chordata","Aves","Procellariiformes","Diomedeidae","Phoebastria","nigripes","Black-footed albatross",42.1,NA,NA,NA
1131,"Animalia","Chordata","Aves","Procellariiformes","Diomedeidae","Thalassarche","chlororhynchos","Yellow-nosed albatross",37,NA,NA,NA
1132,"Animalia","Chordata","Aves","Procellariiformes","Diomedeidae","Thalassarche","chrysostoma","Grey-headed albatross",47.2,3753,8.5312,NA
1133,"Animalia","Chordata","Aves","Procellariiformes","Diomedeidae","Thalassarche","melanophris","Black-browed albatross",43.7,NA,NA,NA
1134,"Animalia","Chordata","Aves","Procellariiformes","Hydrobatidae","Hydrobates","pelagicus","European storm petrel",33.8,NA,NA,NA
1135,"Animalia","Chordata","Aves","Procellariiformes","Hydrobatidae","Oceanodroma","castro","Harcourt's storm petrel",36,NA,NA,NA
1136,"Animalia","Chordata","Aves","Procellariiformes","Hydrobatidae","Oceanodroma","furcata","Fork-tailed storm petrel",18,NA,NA,NA
1137,"Animalia","Chordata","Aves","Procellariiformes","Hydrobatidae","Oceanodroma","homochroa","Ashy storm-petrel",31,NA,NA,NA
1138,"Animalia","Chordata","Aves","Procellariiformes","Hydrobatidae","Oceanodroma","leucorhoa","Leach's storm petrel",36,NA,NA,NA
1139,"Animalia","Chordata","Aves","Procellariiformes","Hydrobatidae","Oceanodroma","tristrami","Sooty storm petrel",NA,NA,NA,NA
1140,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Bulweria","bulwerii","Bulwer's petrel",22.9,87,0.513975,NA
1141,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Calonectris","diomedea","Cory's shearwater",24.8,NA,NA,NA
1142,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Daption","capense","Cape petrel",25,NA,NA,NA
1143,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Fulmarus","glacialis","Northern fulmar",51,NA,NA,NA
1144,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Fulmarus","glacialoides","Southern fulmar",45,NA,NA,NA
1145,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Macronectes","giganteus","Southern giant petrel",47,NA,NA,NA
1146,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Pagodroma","nivea","Snow petrel",46,NA,NA,NA
1147,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Procellaria","parkinsoni","Black petrel",17,NA,NA,NA
1148,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Pterodroma","alba","Phoenix petrel",11.3,NA,NA,NA
1149,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Pterodroma","hypoleuca","Bonin Island petrel",30.8,NA,NA,NA
1150,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Pterodroma","leucoptera","Gould's petrel",20,NA,NA,NA
1151,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Pterodroma","phaeopygia","Darked-rump petrel",NA,NA,NA,NA
1152,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Pterodroma","sandwichensis","Hawaiian petrel",13.1,NA,NA,NA
1153,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","carneipes","Flesh-footed shearwater",30.2,NA,NA,NA
1154,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","griseus","Sooty shearwater",34,NA,NA,NA
1155,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","lherminieri","Audobon's shearwater",NA,NA,NA,NA
1156,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","mauretanicus","Balearic shearwater",NA,NA,NA,NA
1157,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","nativitatis","Christmas Island shearwater",NA,307.6,1.48808,NA
1158,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","pacificus","Wedge-tailed shearwater",29,NA,NA,NA
1159,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","puffinus","Manx shearwater",50.9,NA,NA,NA
1160,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","tenuirostris","Short-tailed shearwater",39.9,NA,NA,NA
1162,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Agapornis","fischeri","Fischer's lovebird",12.6,NA,NA,NA
1163,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Agapornis","lilianae","Nyasa loverbird",19.2,NA,NA,NA
1164,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Agapornis","pullarius","Red-headed lovebird",18,NA,NA,NA
1165,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Agapornis","roseicollis","Rosy-faced lovebird",NA,NA,NA,NA
1166,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Agapornis","taranta","Black-winged lovebird",14.6,NA,NA,NA
1167,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Alisterus","scapularis","Australian king parrot",26.6,NA,NA,NA
1168,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Amazona","aestiva","Blue-fronted amazon",49,NA,NA,NA
1169,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Amazona","albifrons","White-fronted parrot",25.3,NA,NA,NA
1170,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Amazona","amazonica","Orange-winged amazon",30,NA,NA,NA
1171,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Amazona","auropalliata","Yellow-naped parrot",49,NA,NA,NA
1172,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Amazona","autumnalis","Red-lored parrot",27,NA,NA,NA
1173,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Amazona","barbadensis","Yellow-shouldered amazon",NA,NA,NA,NA
1174,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Amazona","farinosa","Mealy parrot",NA,NA,NA,NA
1175,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Amazona","festiva","Festive amazon",24.5,NA,NA,NA
1176,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Amazona","finschi","Lilac-crowned parrot",25.8,NA,NA,NA
1177,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Amazona","guildingii","St. Vincent parrot",28,NA,NA,NA
1178,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Amazona","leucocephala","Cuban parrot",NA,NA,NA,NA
1179,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Amazona","ochrocephala","Yellow-crowned parrot",56,NA,NA,NA
1180,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Amazona","oratrix","Yellow-headed parrot",NA,NA,NA,NA
1181,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Amazona","rhodocorytha","Red-browed parrot",44,NA,NA,NA
1182,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Amazona","versicolor","St. Lucia amazon",NA,NA,NA,NA
1183,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Amazona","viridigenalis","Red-crowned parrot",NA,NA,NA,NA
1184,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Amazona","vittata","Puerto Rican amazon",NA,NA,NA,NA
1185,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Anodorhynchus","glaucus","Glaucous macaw",NA,NA,NA,NA
1186,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Anodorhynchus","hyacinthinus","Hyacinth macaw",38.8,NA,NA,NA
1187,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Anodorhynchus","leari","Lear's macaw",38.3,NA,NA,NA
1188,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Aprosmictus","erythropterus","Red-winged parrot",24.4,NA,NA,NA
1189,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Ara","ambiguus","Great green macaw",29,NA,NA,NA
1190,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Ara","ararauna","Blue-and-yellow macaw",43,NA,NA,NA
1191,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Ara","chloropterus","Red-and-green macaw",50.1,NA,NA,NA
1192,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Ara","glaucogularis","Blue-throated macaw",22,NA,NA,NA
1193,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Ara","macao","Scarlet macaw",33,NA,NA,NA
1194,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Ara","militaris","Military macaw",46,NA,NA,NA
1195,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Ara","rubrogenys","Red-fronted macaw",23,NA,NA,NA
1196,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Ara","severus","Chestnut-fronted macaw",28.5,NA,NA,NA
1197,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Aratinga","acuticaudata","Blue-crowned parakeet",31,NA,NA,NA
1198,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Aratinga","auricapillus","Golden-capped parakeet",20.9,NA,NA,NA
1199,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Aratinga","canicularis","Orange-fronted parakeet",16.2,NA,NA,NA
1200,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Aratinga","chloroptera","Hispaniolan parakeet",NA,NA,NA,NA
1201,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Aratinga","erythrogenys","Red-masked parakeet",26.2,NA,NA,NA
1202,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Aratinga","holochlora","Green parakeet",21.8,NA,NA,NA
1203,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Barnardius","zonarius","Port Lincoln ringneck",17.9,137,0.718,NA
1204,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Bolborhynchus","orbygnesius","Andean parakeet",9.2,NA,NA,NA
1205,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Brotogeris","chiriri","Yellow-chevroned parakeet",19,NA,NA,NA
1206,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Brotogeris","pyrrhoptera","Grey-cheeked parakeet",11.3,NA,NA,NA
1207,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Brotogeris","sanctithomae","Tui parakeet",13.2,NA,NA,NA
1208,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Brotogeris","tirica","Plain parakeet",11,NA,NA,NA
1209,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Brotogeris","versicolurus","Canary-winged parakeet",10.3,NA,NA,NA
1210,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Cacatua","alba","White cockatoo",26.9,NA,NA,NA
1211,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Cacatua","ducorpsii","Ducorps's cockatoo",30.5,NA,NA,NA
1212,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Cacatua","galerita","Sulphur-crested cockatoo",57,776.1,3.419,NA
1213,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Cacatua","goffiniana","Tanimbar cockatoo",26,NA,NA,NA
1214,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Cacatua","haematuropygia","Philippine cockatoo",17.3,NA,NA,NA
1215,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Cacatua","leadbeateri","Pink cockatoo",83,NA,NA,NA
1216,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Cacatua","moluccensis","Salmon-crested cockatoo",65.8,NA,NA,NA
1217,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Cacatua","ophthalmica","Blue-eyed cockatoo",31.9,NA,NA,NA
1218,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Cacatua","pastinator","Western corella",26.3,NA,NA,NA
1219,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Cacatua","sanguinea","Little corella",46.9,NA,NA,NA
1220,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Cacatua","sulphurea","Yellow-crested cockatoo",49.7,NA,NA,NA
1221,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Cacatua","tenuirostris","Long-billed corella",43,NA,NA,NA
1222,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Callocephalon","fimbriatum","Gang-gang cockatoo",27.5,NA,NA,NA
1223,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Calyptorhynchus","banksii","Banksian cockatoo",45.4,NA,NA,NA
1224,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Calyptorhynchus","baudinii","Long-billed black cockatoo",47,NA,NA,NA
1225,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Calyptorhynchus","funereus","Yellow-tailed black cockatoo",41,NA,NA,NA
1226,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Calyptorhynchus","lathami","Glossy black cockatoo",NA,NA,NA,NA
1227,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Chalcopsitta","atra","Black lory",17.5,NA,NA,NA
1228,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Chalcopsitta","sintillata","Yellow-streaked lory",19.7,NA,NA,NA
1229,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Charmosyna","papou","Papuan lorikeet",11.3,NA,NA,NA
1230,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Conuropsis","carolinensis","Carolina parakeet",30,NA,NA,NA
1231,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Coracopsis","nigra","Black parrot",34.1,NA,NA,NA
1232,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Coracopsis","vasa","Vasa parrot",53.9,NA,NA,NA
1233,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Cyanoliseus","patagonus","Patagonian conure",19.5,NA,NA,NA
1234,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Cyanopsitta","spixii","Spix's macaw",27,NA,NA,NA
1235,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Cyanoramphus","auriceps","Yellow-fronted parakeet",9.3,NA,NA,NA
1236,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Cyanoramphus","novaezelandiae","Red-fronted parakeet",12.4,NA,NA,NA
1237,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Deroptyus","accipitrinus","Red-fan parrot",21.8,NA,NA,NA
1238,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Diopsittaca","nobilis","Red-shouldered macaw",22.9,NA,NA,NA
1239,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Eclectus","roratus","Eclectus parrot",28.5,NA,NA,NA
1240,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Enicognathus","leptorhynchus","Slender-billed parakeet",15.3,NA,NA,NA
1241,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Eolophus","roseicapilla","Galah",40,268.7,1.248,NA
1242,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Eos","bornea","Red lory",24.7,NA,NA,NA
1243,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Eos","cyanogenia","Black-winged lory",18.1,NA,NA,NA
1244,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Eos","histrio","Red-and-blue lory",15.2,NA,NA,NA
1245,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Eos","reticulata","Blue-streaked lory",16.6,NA,NA,NA
1246,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Eos","squamata","Violet-necked lory",16.5,NA,NA,NA
1247,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Eunymphicus","cornutus","Horned parakeet",19.7,NA,NA,NA
1248,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Forpus","coelestis","Pacific parrotlet",10.4,NA,NA,NA
1249,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Forpus","cyanopygius","Mexican parrotlet",10.5,NA,NA,NA
1250,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Forpus","passerinus","Green-rumped parrotlet",11.6,NA,NA,NA
1251,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Forpus","xanthops","Yellow-faced parrotlet",10.5,NA,NA,NA
1252,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Glossopsitta","concinna","Musk lorikeet",11.5,NA,NA,NA
1253,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Glossopsitta","porphyrocephala","Purple-crowned lorikeet",12,NA,NA,NA
1254,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Graydidascalus","brachyurus","Short-tailed parrot",13.2,NA,NA,NA
1255,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Guaruba","guarouba","Golden conure",23.2,NA,NA,NA
1256,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Loriculus","galgulus","Blue-crowned hanging parrot",14.3,NA,NA,NA
1257,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Loriculus","philippensis","Colasisi",10.1,NA,NA,NA
1258,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Loriculus","vernalis","Vernal hanging parrot",10.1,NA,NA,NA
1259,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Lorius","domicella","Purple-naped lory",26,NA,NA,NA
1260,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Lorius","garrulus","Chattering lory",26.6,NA,NA,NA
1261,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Lorius","lory","Black-capped lory",18.5,NA,NA,NA
1262,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Melopsittacus","undulatus","Budgerigar",21,25.2,0.3035,314.15
1263,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Myiopsitta","monachus","Monk parakeet",22.1,80.4,0.5189,NA
1264,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Nandayus","nenday","Nanday parakeet",18.7,NA,NA,NA
1265,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Neophema","chrysostoma","Blue-winged parrot",21,NA,NA,NA
1266,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Neophema","pulchella","Turquoise parrot",21,NA,NA,NA
1267,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Neophema","splendida","Scarlet-chested parrot",14,NA,NA,NA
1268,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Neopsephotus","bourkii","Bourke's parrot",12.6,NA,NA,NA
1269,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Nestor","meridionalis","Kaka",NA,NA,NA,NA
1270,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Nestor","notabilis","Kea",47,NA,NA,NA
1271,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Northiella","haematogaster","Bluebonnet",15.3,NA,NA,NA
1272,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Nymphicus","hollandicus","Cockatiel",35,NA,NA,NA
1273,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Phigys","solitarius","Collared lory",NA,NA,NA,NA
1274,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Pionites","leucogaster","White-bellied parrot",26,NA,NA,NA
1275,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Pionites","melanocephalus","Black-headed parrot",22.6,NA,NA,NA
1276,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Pionopsitta","pileata","Pileated parrot",16.8,NA,NA,NA
1277,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Pionus","maximiliani","Scaly-headed parrot",16.2,NA,NA,NA
1278,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Pionus","menstruus","Blue-headed parrot",20.6,NA,NA,NA
1279,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Platycercus","elegans","Crimson rosella",26.8,NA,NA,NA
1280,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Platycercus","eximius","Eastern rosella",27.4,NA,NA,NA
1281,"Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Platycercus","icterotis","Western rosella",13.2,NA,NA,NA
