COO,GI,GI_cluster,GI_label,NonGI,PDO,PGI,TSG,breed,country,domestic,lnarea,lnproduction,lnsourcing,longevity,maturation,national,organic,packsize,price,producers,smoked,store
NA,0,NA,Non-GI,1,0,0,0,1,Portugal,0,NA,NA,15.236437797546387,NA,20,0,0,100,5.89,NA,0,Auchan (PT)
NA,0,NA,Non-GI,1,0,0,0,1,Portugal,0,NA,NA,15.236437797546387,NA,24,1,0,70,8.56,NA,0,Auchan (PT)
NA,0,NA,Non-GI,1,0,0,0,0,Portugal,1,NA,NA,15.236437797546387,NA,0,1,0,120,2.99,NA,0,Auchan (PT)
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Portugal,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,13,0,0,80,4.99,140,0,Auchan (PT)
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Portugal,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,12,1,0,70,7.13,140,0,Auchan (PT)
NA,0,NA,Non-GI,1,0,0,0,1,Portugal,1,NA,NA,15.236437797546387,NA,24,0,0,70,7.13,NA,0,Auchan (PT)
NA,0,NA,Non-GI,1,0,0,0,0,Portugal,1,NA,NA,15.236437797546387,NA,0,1,0,150,2.66,NA,0,Auchan (PT)
NA,0,NA,Non-GI,1,0,0,0,0,Portugal,1,NA,NA,15.236437797546387,NA,0,1,0,110,3.45,NA,1,Auchan (PT)
NA,0,NA,Non-GI,1,0,0,0,0,Portugal,1,NA,NA,15.236437797546387,NA,9,0,0,180,1.72,NA,0,Auchan (PT)
NA,0,NA,Non-GI,1,0,0,0,0,Portugal,1,NA,NA,15.236437797546387,NA,9,0,0,140,1.85,NA,0,Auchan (PT)
NA,0,NA,Non-GI,1,0,0,0,0,Portugal,1,NA,NA,15.236437797546387,NA,9,0,0,70,1.99,NA,0,Auchan (PT)
NA,0,NA,Non-GI,1,0,0,0,0,Portugal,1,NA,NA,15.236437797546387,NA,14,1,0,100,4.99,NA,0,Auchan (PT)
NA,0,NA,Non-GI,1,0,0,0,0,Portugal,1,NA,NA,15.236437797546387,NA,9,1,0,100,4.59,NA,0,Auchan (PT)
NA,0,NA,Non-GI,1,0,0,0,0,Portugal,1,NA,NA,15.236437797546387,NA,0,1,0,150,2.33,NA,0,Auchan (PT)
NA,0,NA,Non-GI,1,0,0,1,0,Portugal,0,NA,NA,15.236437797546387,21.383333333333333,12,0,0,120,2.74,NA,0,Auchan (PT)
NA,0,NA,Non-GI,1,0,0,1,0,Portugal,0,NA,NA,15.236437797546387,21.383333333333333,12,0,0,250,2,NA,0,Auchan (PT)
NA,0,NA,Non-GI,1,0,0,1,0,Portugal,0,NA,NA,15.236437797546387,21.383333333333333,10,0,0,250,2,NA,0,Auchan (PT)
NA,0,NA,Non-GI,1,0,0,1,0,Portugal,0,NA,NA,15.236437797546387,21.383333333333333,9,1,0,70,4.27,NA,0,Auchan (PT)
NA,0,NA,Non-GI,1,0,0,0,1,Portugal,1,NA,NA,15.236437797546387,NA,20,1,0,100,13.99,NA,0,Auchan (PT)
NA,0,NA,Non-GI,1,0,0,0,0,Portugal,1,NA,NA,15.236437797546387,NA,0,1,0,120,3.33,NA,0,Auchan (PT)
NA,0,NA,Non-GI,1,0,0,1,0,Portugal,0,NA,NA,15.236437797546387,21.383333333333333,7,1,0,200,2.8,NA,0,Auchan (PT)
NA,0,NA,Non-GI,1,0,0,0,0,Portugal,1,NA,NA,15.236437797546387,NA,15,1,0,100,3.99,NA,0,Auchan (PT)
NA,0,NA,Non-GI,1,0,0,0,0,Portugal,1,NA,NA,15.236437797546387,NA,0,1,0,70,3.2,NA,0,Auchan (PT)
NA,0,NA,Non-GI,1,0,0,0,1,Portugal,1,NA,NA,15.236437797546387,NA,20,1,0,80,8.74,NA,0,Auchan (PT)
NA,0,NA,Non-GI,1,0,0,0,0,Portugal,1,NA,NA,15.236437797546387,NA,0,1,0,90,2.22,NA,0,Auchan (PT)
NA,0,NA,Non-GI,1,0,0,0,0,Portugal,1,NA,NA,15.236437797546387,NA,0,1,0,70,2.43,NA,0,Auchan (PT)
NA,0,NA,Non-GI,1,0,0,0,1,Portugal,1,NA,NA,15.236437797546387,NA,24,1,0,100,8.99,NA,0,Auchan (PT)
NA,0,NA,Non-GI,1,0,0,0,0,Portugal,1,NA,NA,15.236437797546387,NA,0,1,0,300,1.53,NA,0,Auchan (PT)
NA,0,NA,Non-GI,1,0,0,0,0,Portugal,1,NA,NA,15.236437797546387,NA,7,0,0,100,1.99,NA,0,Auchan (PT)
NA,0,NA,Non-GI,1,0,0,0,0,Portugal,1,NA,NA,15.236437797546387,NA,7,1,0,150,2.66,NA,0,Auchan (PT)
NA,0,NA,Non-GI,1,0,0,0,0,Portugal,1,NA,NA,15.236437797546387,NA,9,0,0,150,1.43,NA,0,Pingo Doce
NA,0,NA,Non-GI,1,0,0,1,0,Portugal,0,NA,NA,15.236437797546387,21.383333333333333,16,0,0,100,1.99,NA,0,Pingo Doce
NA,0,NA,Non-GI,1,0,0,1,0,Portugal,0,NA,NA,15.236437797546387,21.383333333333333,14,1,0,150,2.19,NA,0,Pingo Doce
NA,0,NA,Non-GI,1,0,0,0,0,Portugal,0,NA,NA,15.236437797546387,NA,9,0,0,200,1.5,NA,0,Pingo Doce
NA,0,NA,Non-GI,1,0,0,1,0,Portugal,0,NA,NA,15.236437797546387,21.383333333333333,14,1,0,150,2.33,NA,0,Pingo Doce
NA,0,NA,Non-GI,1,0,0,0,0,Portugal,1,NA,NA,15.236437797546387,NA,9,1,0,250,1.76,NA,0,Pingo Doce
NA,0,NA,Non-GI,1,0,0,1,0,Portugal,0,NA,NA,15.236437797546387,21.383333333333333,9,1,0,300,1.66,NA,0,Pingo Doce
NA,0,NA,Non-GI,1,0,0,1,0,Portugal,0,NA,NA,15.236437797546387,21.383333333333333,16,1,0,100,2.89,NA,0,Pingo Doce
NA,0,NA,Non-GI,1,0,0,0,0,Portugal,0,NA,NA,15.236437797546387,NA,12,1,0,100,3.59,NA,0,Pingo Doce
NA,0,NA,Non-GI,1,0,0,1,0,Portugal,0,NA,NA,15.236437797546387,21.383333333333333,12,0,0,80,2.99,NA,0,Pingo Doce
NA,0,NA,Non-GI,1,0,0,1,0,Portugal,0,NA,NA,15.236437797546387,21.383333333333333,12,1,0,120,2.49,NA,0,Pingo Doce
NA,0,NA,Non-GI,1,0,0,0,0,Portugal,1,NA,NA,15.236437797546387,NA,6,1,0,150,1.46,NA,0,Pingo Doce
NA,0,NA,Non-GI,1,0,0,0,0,Portugal,1,NA,NA,15.236437797546387,NA,5,0,0,150,1.59,NA,0,Pingo Doce
NA,0,NA,Non-GI,1,0,0,0,1,Portugal,1,NA,NA,15.236437797546387,NA,24,0,0,70,5.7,NA,0,Pingo Doce
NA,0,NA,Non-GI,1,0,0,1,0,Portugal,0,NA,NA,15.236437797546387,21.383333333333333,12,1,0,180,1.99,NA,0,Pingo Doce
NA,0,NA,Non-GI,1,0,0,0,0,Portugal,1,NA,NA,15.236437797546387,NA,5,0,0,200,1.24,NA,0,Pingo Doce
NA,0,NA,Non-GI,1,0,0,0,0,Luxembourg,0,NA,NA,15.236437797546387,NA,7,1,0,165,3.45,NA,0,Auchan (LX)
NA,0,NA,Non-GI,1,0,0,0,1,Luxembourg,0,NA,NA,15.236437797546387,NA,24,1,0,65,8.11,NA,0,Auchan (LX)
NA,0,NA,Non-GI,1,0,0,0,0,Luxembourg,0,NA,NA,15.236437797546387,NA,0,0,1,80,5.45,NA,0,Auchan (LX)
NA,0,NA,Non-GI,1,0,0,0,0,Luxembourg,0,NA,NA,15.236437797546387,NA,9,0,0,100,3.95,NA,0,Auchan (LX)
NA,0,NA,Non-GI,1,0,0,0,0,Luxembourg,0,NA,NA,15.236437797546387,NA,7,0,0,100,1.81,NA,0,Auchan (LX)
NA,0,NA,Non-GI,1,0,0,0,0,Luxembourg,0,NA,NA,15.236437797546387,NA,8,0,0,100,1.84,NA,0,Auchan (LX)
Luxembourg,1,Marque Nationale Grand-Duché de Luxembourg,PGI,0,0,1,0,0,Luxembourg,1,7.85786771774292,NA,15.236437797546387,24.77777777777778,10,1,0,100,6.52,NA,1,Auchan (LX)
NA,0,NA,Non-GI,1,0,0,1,0,Luxembourg,0,NA,NA,15.236437797546387,21.383333333333333,9,1,0,120,3.17,NA,0,Auchan (LX)
NA,0,NA,Non-GI,1,0,0,1,0,Luxembourg,0,NA,NA,15.236437797546387,21.383333333333333,7,1,1,70,12.51,NA,0,Auchan (LX)
NA,0,NA,Non-GI,1,0,0,0,0,Luxembourg,0,NA,NA,15.236437797546387,NA,7,1,1,70,7.26,NA,0,Auchan (LX)
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Luxembourg,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,12,1,1,70,9.07,140,0,Auchan (LX)
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Luxembourg,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,12,1,0,100,7.44,140,0,Auchan (LX)
NA,0,NA,Non-GI,1,0,0,0,1,Luxembourg,0,NA,NA,15.236437797546387,NA,24,1,0,60,11.48,NA,0,Auchan (LX)
Luxembourg,1,Marque Nationale Grand-Duché de Luxembourg,PGI,0,0,1,0,0,Luxembourg,1,7.85786771774292,NA,7.85786771774292,24.77777777777778,14,1,0,160,7.06,NA,1,Auchan (LX)
Luxembourg,1,Marque Nationale Grand-Duché de Luxembourg,PGI,0,0,1,0,0,Luxembourg,1,7.85786771774292,NA,7.85786771774292,24.77777777777778,12,1,0,160,5.93,NA,1,Auchan (LX)
Germany,1,Schwarzwälder Schinken,PGI,0,0,1,0,0,Luxembourg,0,9.341368675231934,NA,15.236437797546387,24.18611111111111,3,0,0,100,2.51,NA,1,Auchan (LX)
NA,0,NA,Non-GI,1,0,0,0,1,Luxembourg,0,NA,NA,15.236437797546387,NA,24,0,0,70,6.47,NA,0,Auchan (LX)
Italy,1,Prosciutto di San Daniele,PDO,0,1,0,0,0,Luxembourg,0,3.5490424633026123,10.16889762878418,12.025091171264648,24.77777777777778,14,0,0,70,5.17,28,0,Auchan (LX)
NA,0,NA,Non-GI,1,0,0,1,0,Luxembourg,0,NA,NA,15.236437797546387,21.383333333333333,12,0,0,100,1.83,NA,0,Auchan (LX)
France,1,Jambon de Bayonne,PGI,0,0,1,0,0,Luxembourg,0,9.59626579284668,NA,11.849263191223145,22.483333333333334,9,0,0,100,3.62,NA,0,Auchan (LX)
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Luxembourg,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,13,0,0,80,3.84,140,0,Auchan (LX)
NA,0,NA,Non-GI,1,0,0,0,0,Luxembourg,0,NA,NA,15.236437797546387,NA,7,0,0,100,3.44,NA,0,Auchan (LX)
NA,0,NA,Non-GI,1,0,0,0,0,Luxembourg,0,NA,NA,15.236437797546387,NA,7,1,0,90,4.09,NA,0,Auchan (LX)
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Luxembourg,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,12,1,0,70,5.71,140,0,Auchan (LX)
NA,0,NA,Non-GI,1,0,0,0,0,Luxembourg,0,NA,NA,15.236437797546387,NA,0,1,0,100,3.84,NA,1,Auchan (LX)
NA,0,NA,Non-GI,1,0,0,0,0,Luxembourg,0,NA,NA,15.236437797546387,NA,0,0,0,200,1.15,NA,1,Auchan (LX)
NA,0,NA,Non-GI,1,0,0,0,0,Luxembourg,0,NA,NA,15.236437797546387,NA,12,1,0,80,5.33,NA,0,Auchan (LX)
NA,0,NA,Non-GI,1,0,0,0,0,Luxembourg,0,NA,NA,15.236437797546387,NA,0,1,0,80,5.04,NA,1,Auchan (LX)
NA,0,NA,Non-GI,1,0,0,0,0,Luxembourg,0,NA,NA,15.236437797546387,NA,24,1,0,70,10.43,NA,0,Auchan (LX)
Italy,1,Prosciutto di San Daniele,PDO,0,1,0,0,0,Luxembourg,0,3.5490424633026123,10.16889762878418,12.025091171264648,24.77777777777778,13,1,0,110,5.43,28,0,Auchan (LX)
Italy,1,Prosciutto di San Daniele,PDO,0,1,0,0,0,Luxembourg,0,3.5490424633026123,10.16889762878418,12.025091171264648,24.77777777777778,16,1,0,100,7.99,28,0,Auchan (LX)
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Luxembourg,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,16,1,0,100,7.46,140,0,Auchan (LX)
NA,0,NA,Non-GI,1,0,0,0,0,Luxembourg,0,NA,NA,15.236437797546387,NA,0,1,0,110,5.74,NA,0,Auchan (LX)
Germany,1,Schwarzwälder Schinken,PGI,0,0,1,0,0,Luxembourg,0,9.341368675231934,NA,15.236437797546387,24.18611111111111,3,1,0,100,1.92,NA,1,Auchan (LX)
Italy,1,Prosciutto di San Daniele,PDO,0,1,0,0,0,Luxembourg,0,3.5490424633026123,10.16889762878418,12.025091171264648,24.77777777777778,13,1,0,70,5.69,28,0,Auchan (LX)
NA,0,NA,Non-GI,1,0,0,0,0,Slovenia,1,NA,NA,15.236437797546387,NA,0,0,0,150,2.33,NA,1,Spar (SI)
Slovenia,1,Kraški Pršut,PGI,0,0,1,0,0,Slovenia,1,6.06145715713501,NA,15.236437797546387,8.794444444444444,16,0,0,100,5.09,NA,0,Spar (SI)
NA,0,NA,Non-GI,1,0,0,0,0,Slovenia,1,NA,NA,15.236437797546387,NA,0,0,0,100,2.19,NA,0,Spar (SI)
Croatia,1,Dalmatinski Pršut,PGI,0,0,1,0,0,Slovenia,0,9.39442253112793,NA,15.236437797546387,5.133333333333334,12,0,0,100,3.59,NA,0,Spar (SI)
Slovenia,1,Kraški Pršut,PGI,0,0,1,0,0,Slovenia,1,6.06145715713501,NA,15.236437797546387,8.794444444444444,12,1,0,100,4.89,NA,0,Spar (SI)
NA,0,NA,Non-GI,1,0,0,0,0,Slovenia,0,NA,NA,15.236437797546387,NA,6,1,0,100,3.79,NA,0,Spar (SI)
Slovenia,1,Kraški Pršut,PGI,0,0,1,0,0,Slovenia,1,6.06145715713501,NA,15.236437797546387,8.794444444444444,12,1,0,100,4.79,NA,0,Spar (SI)
Croatia,1,Dalmatinski Pršut,PGI,0,0,1,0,0,Slovenia,0,9.39442253112793,NA,15.236437797546387,5.133333333333334,12,1,0,100,2.99,NA,0,Spar (SI)
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Slovenia,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,12,1,0,70,4.7,140,0,Spar (SI)
NA,0,NA,Non-GI,1,0,0,1,0,Slovenia,0,NA,NA,15.236437797546387,21.383333333333333,9,1,0,80,3.48,NA,0,Spar (SI)
NA,0,NA,Non-GI,1,0,0,0,0,Slovenia,0,NA,NA,15.236437797546387,NA,0,1,0,100,2.39,NA,0,Spar (SI)
NA,0,NA,Non-GI,1,0,0,0,0,Slovenia,1,NA,NA,15.236437797546387,NA,0,0,0,100,2.19,NA,0,Mercator
NA,0,NA,Non-GI,1,0,0,0,0,Slovenia,1,NA,NA,15.236437797546387,NA,12,1,0,100,2.69,NA,0,Mercator
Slovenia,1,Kraški Pršut,PGI,0,0,1,0,0,Slovenia,1,6.06145715713501,NA,15.236437797546387,8.794444444444444,12,1,0,100,4.99,NA,0,Mercator
NA,0,NA,Non-GI,1,0,0,0,0,Slovenia,0,NA,NA,15.236437797546387,NA,6,1,0,100,2.99,NA,1,Mercator
NA,0,NA,Non-GI,1,0,0,0,0,Slovenia,1,NA,NA,15.236437797546387,NA,0,0,0,500,1.68,NA,0,Mercator
Slovenia,1,Kraški Pršut,PGI,0,0,1,0,0,Slovenia,1,6.06145715713501,NA,15.236437797546387,8.794444444444444,12,1,0,100,4.99,NA,0,Mercator
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Slovenia,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,12,1,0,100,3.99,140,0,Mercator
Italy,1,Prosciutto di San Daniele,PDO,0,1,0,0,0,Slovenia,0,3.5490424633026123,10.16889762878418,12.025091171264648,24.77777777777778,13,1,0,70,6.13,28,0,Mercator
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Slovenia,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,24,1,0,100,4.99,140,0,Mercator
Slovenia,1,Kraški Pršut,PGI,0,0,1,0,0,Slovenia,1,6.06145715713501,NA,15.236437797546387,8.794444444444444,16,1,0,100,5.99,NA,0,Mercator
Croatia,1,Dalmatinski Pršut,PGI,0,0,1,0,0,Slovenia,0,9.39442253112793,NA,15.236437797546387,5.133333333333334,12,1,0,100,2.49,NA,0,Mercator
Croatia,1,Dalmatinski Pršut,PGI,0,0,1,0,0,Slovenia,0,9.39442253112793,NA,15.236437797546387,5.133333333333334,12,1,0,100,3.19,NA,0,Mercator
NA,0,NA,Non-GI,1,0,0,1,0,Slovenia,0,NA,NA,15.236437797546387,21.383333333333333,7,1,0,60,3.32,NA,0,Mercator
NA,0,NA,Non-GI,1,0,0,0,1,Slovenia,0,NA,NA,15.236437797546387,NA,20,1,0,60,6.65,NA,0,Mercator
Croatia,1,Dalmatinski Pršut,PGI,0,0,1,0,0,Slovenia,0,9.39442253112793,NA,15.236437797546387,5.133333333333334,12,1,0,100,3.59,NA,0,Mercator
NA,0,NA,Non-GI,1,0,0,0,0,Slovenia,0,NA,NA,15.236437797546387,NA,6,1,0,250,2.92,NA,1,Mercator
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Ireland,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,14,0,0,78,3.21,140,0,Tesco
NA,0,NA,Non-GI,1,0,0,0,0,Ireland,0,NA,NA,15.236437797546387,NA,8,0,0,84,2.26,NA,0,Tesco
NA,0,NA,Non-GI,1,0,0,1,0,Ireland,0,NA,NA,15.236437797546387,21.383333333333333,11,0,0,80,2.38,NA,0,Tesco
NA,0,NA,Non-GI,1,0,0,1,0,Ireland,0,NA,NA,15.236437797546387,21.383333333333333,7,1,0,35,3.69,NA,0,Tesco
NA,0,NA,Non-GI,1,0,0,0,0,Ireland,0,NA,NA,15.236437797546387,NA,0,0,0,80,3.13,NA,1,Tesco
NA,0,NA,Non-GI,1,0,0,0,0,Ireland,0,NA,NA,15.236437797546387,NA,8,0,0,180,2.5,NA,0,Tesco
NA,0,NA,Non-GI,1,0,0,1,0,Ireland,0,NA,NA,15.236437797546387,21.383333333333333,12,1,0,80,5,NA,0,Tesco
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Ireland,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,14,0,0,100,2.85,140,0,SuperValu
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Ireland,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,13,0,0,80,2.93,140,0,SuperValu
NA,0,NA,Non-GI,1,0,0,1,0,Ireland,0,NA,NA,15.236437797546387,21.383333333333333,10,0,0,100,1.99,NA,0,SuperValu
NA,0,NA,Non-GI,1,0,0,1,0,Ireland,0,NA,NA,15.236437797546387,21.383333333333333,10,0,0,100,2.49,NA,0,SuperValu
NA,0,NA,Non-GI,1,0,0,0,0,Ireland,0,NA,NA,15.236437797546387,NA,0,0,0,80,5.36,NA,0,SuperValu
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Ireland,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,18,1,0,70,6.96,140,0,SuperValu
NA,0,NA,Non-GI,1,0,0,0,0,Ireland,0,NA,NA,15.236437797546387,NA,18,1,0,70,6.44,NA,0,SuperValu
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Ireland,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,14,1,0,85,5.52,140,0,SuperValu
NA,0,NA,Non-GI,1,0,0,1,0,Ireland,0,NA,NA,15.236437797546387,21.383333333333333,12,1,0,100,3.29,NA,0,SuperValu
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,12,0,0,250,1.45,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,7,1,0,50,1.92,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,12,0,0,120,1.65,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,12,0,0,100,1.9,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,12,1,0,80,2.4,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,18,1,0,80,2.88,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,10,1,0,138,1.72,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,10,0,0,250,1.34,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,7,1,0,180,2.22,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,7,1,0,100,1.45,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,10,1,0,50,2.78,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,12,1,0,90,2.21,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,7,1,0,90,1.58,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,12,1,0,150,1.33,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,7,0,0,90,1.61,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,9,1,0,200,1.75,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,12,1,0,200,2.23,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,7,0,0,500,1.17,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,9,1,0,120,2.39,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,12,1,0,100,1.69,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,7,0,0,250,1.34,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,7,1,0,180,1.68,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,9,1,0,360,1.58,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,7,1,1,80,3.74,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,15,1,0,120,3.33,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,12,1,0,90,2.71,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,7,1,1,75,4.25,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,12,1,0,110,2.72,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,12,1,0,100,2.59,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,15,1,0,90,2.94,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,10,1,0,104,2.16,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,15,0,0,100,2.35,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,12,1,0,75,2.33,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,15,1,0,150,1.93,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,0,0,80,6.19,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,1,0,130,4.58,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,36,1,0,100,14.9,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,36,1,0,100,7.45,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,1,0,100,4.75,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,1,0,100,5.25,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,1,0,200,4.78,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,1,0,50,5.9,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,1,0,150,5.73,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,1,0,110,6.32,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,1,0,90,6.17,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,1,0,90,4.38,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,1,0,250,3.58,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,1,0,150,3.8,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,24,1,0,90,5.5,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,1,0,90,5.17,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,36,1,0,120,15.75,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,0,0,100,4.24,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,1,0,150,5.33,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,36,1,0,60,16.58,NA,0,Alcampo
